AGENCY,RECIPIENT,AWARD DESCRIPTION,PAYMENT DATE,PAYMENT,ORG TYPE
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$2,502",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$4,770",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$18,518",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$4,408",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$5,043",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$343,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$436,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$223,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$10,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$186,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$2,828",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$111,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$1,357",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$3,130",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$33,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$9,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$24,764",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$53,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$1,803",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$4,165",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$6,501",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$102,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$91,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$20,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$29,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$236,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$7,115",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$827,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$3,807",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$182,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$8,536",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$178,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$951,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$5,039",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$9,017",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$18,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$41,796",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$8,976",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$44,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$1,122",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$18,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$292,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$3,625",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$1,387",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$11,370",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$118,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$876,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$3,676",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$74,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$10,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$123,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$120,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$1,278",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$3,435",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$4,615",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$1,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$1,320",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$5,496",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$15,190",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$136,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$1,268",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$87,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$247,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$223,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$239,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$40,455",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$128,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$594,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$537,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$6,442",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$490,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,$871,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$7,609",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$6,403",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$4,644",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MASSACHUSETTS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$4,259",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$39,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$84,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$419,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$116,684",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$1,950",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$904,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$1,190",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$856,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$1,262",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$1,335",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$295,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$263,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$326,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$12,993",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$1,079",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$16,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$13,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$65,545",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$3,566",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$3,146",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$254,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$6,906",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$255,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$920,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$380,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$20,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$6,472",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$14,489",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$50,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$20,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$821,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$152,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$397,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$1,228",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$895,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$101,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$71,518",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$21,944",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$11,052",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$101,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$8,224",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$941,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$419,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$84,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$3,907",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$1,893",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$6,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$4,940",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$946,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$177,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$690,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/5/2025,$100,Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,HAMPTON UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$60,627",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,HAMPTON UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$13,000",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,RICE UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$527,562",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,RICE UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$8,402",Non-Profit Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,RICE UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$12,268",Non-Profit Univ/College
